=====================================================================================
  RESOURCE ANALYSIS: CDS-only
=====================================================================================
  Timestamp:            2026-06-03 23:32:26
  Users evaluated:      452

-------------------------------------------------------------------------------------
  CLASSIFICATION METRICS
-------------------------------------------------------------------------------------
  Accuracy:             74.56%
  Sensitivity:          80.19%
  Specificity:          69.80%
  Precision (PPV):      69.17%
  Neg Pred Value:       80.66%
  F1 Score:             74.27%

-------------------------------------------------------------------------------------
  TIME METRICS
-------------------------------------------------------------------------------------
  Total wall-clock:     976.3s
  Avg per user:         2130.9ms
  Avg CDS train:        2114.8ms
  Avg CDS predict:      16.1ms
  Avg ML train:         0.0ms
  Avg ML predict:       0.0ms

-------------------------------------------------------------------------------------
  MEMORY METRICS
-------------------------------------------------------------------------------------
  Peak memory:          20.55 MB
  Avg memory per fold:  17.65 MB

-------------------------------------------------------------------------------------
  COMPUTATIONAL COST (multiplications)
-------------------------------------------------------------------------------------
  Total multiplications:             418,728
  Avg per user:                          926
  CDS total:                         418,728
  ML training total:                       0
  ML inference total:                      0

-------------------------------------------------------------------------------------
  PER-CLASS BREAKDOWN
-------------------------------------------------------------------------------------
  Class   1 (Healthy     ): 171/245 (69.8%)
  Class   2 (Disease-2   ): 33/44 (75.0%)
  Class   3 (Disease-3   ): 15/15 (100.0%)
  Class   4 (Disease-4   ): 13/15 (86.7%)
  Class   5 (Disease-5   ): 12/13 (92.3%)
  Class   6 (Disease-6   ): 18/25 (72.0%)
  Class   7 (Disease-7   ): 2/3 (66.7%)
  Class   8 (Disease-8   ): 2/2 (100.0%)
  Class   9 (Disease-9   ): 9/9 (100.0%)
  Class  10 (Disease-10  ): 39/50 (78.0%)
  Class  14 (Disease-14  ): 4/4 (100.0%)
  Class  15 (Disease-15  ): 5/5 (100.0%)
  Class  16 (Disease-16  ): 14/22 (63.6%)

-------------------------------------------------------------------------------------
  MISCLASSIFICATION TRACE (115 errors)
-------------------------------------------------------------------------------------
    User    True    Pred  Source                   Time_ms   Mem_MB         Mults
     280       H      D2  CDS-ALARM                   1776    17.65           774
     283      D6       H  CDS-HEALTHY                 2057    17.82         1,269
     295      D2       H  CDS-HEALTHY                 1787    17.87         1,269
     299       H      D2  CDS-ALARM                   1854    17.87         1,059
     309      D7       H  CDS-HEALTHY                 1725    17.71         1,269
     311       H      D2  CDS-ALARM                   1722    17.62           654
     321       H      D2  CDS-ALARM                   1765    17.65           684
     326     D10       H  CDS-SCREENING               1720    17.70         1,239
     328       H      D2  CDS-ALARM                   1815    17.43           324
     331       H      D2  CDS-ALARM                   1802    17.88         1,164
     335       H      D2  CDS-ALARM                   1771    17.68           444
     340     D16       H  CDS-SCREENING               1708    17.70         1,239
     341     D10       H  CDS-HEALTHY                 1700    17.72         1,269
     343      D6       H  CDS-SCREENING               1764    17.72         1,254
     351      D2       H  CDS-SCREENING               1721    17.72         1,224
     352       H      D2  CDS-ALARM                   1703    17.46           369
     355       H      D2  CDS-ALARM                   1712    17.70         1,059
     362     D16       H  CDS-SCREENING               1714    17.72         1,254
     364      D6       H  CDS-HEALTHY                 1739    17.71         1,269
     365       H      D2  CDS-ALARM                   1789    17.51           444
     367      D2       H  CDS-SCREENING               1973    17.86         1,209
     375      D2       H  CDS-SCREENING               1913    17.72         1,254
     386     D16       H  CDS-SCREENING               1768    17.70         1,239
     389       H      D2  CDS-ALARM                   2078    17.45           324
     391       H      D2  CDS-ALARM                   2251    17.57           309
     393       H      D2  CDS-ALARM                   1792    17.53           444
     394       H      D2  CDS-ALARM                   1762    17.52           459
     400     D10       H  CDS-SCREENING               1704    17.72         1,254
     407       H      D2  CDS-ALARM                   1721    17.58           519
     408       H      D2  CDS-ALARM                   1965    17.70         1,059
     416       H      D2  CDS-ALARM                   1838    17.58           549
     422       H      D2  CDS-ALARM                    990    17.59           579
     434       H      D2  CDS-ALARM                   1722    17.71         1,179
     439       H      D2  CDS-ALARM                   1694    17.66           789
     440       H      D3  CDS-ALARM                   1700    17.68         1,044
     447       H      D2  CDS-ALARM                   1815    17.47           399
     450       H      D2  CDS-ALARM                   1864    17.60           579
     451       H      D2  CDS-ALARM                   1721    17.58           564

-------------------------------------------------------------------------------------
  SLOWEST USERS (top 10)
-------------------------------------------------------------------------------------
    User   Total_ms   CDS_train   CDS_pred   ML_train   ML_pred   Correct
  ──────  ─────────  ──────────  ─────────  ─────────  ────────  ────────
       0     135868      135847         21          0         0         Y
     203       3280        3245         34          0         0         Y
     194       3235        3208         27          0         0         Y
     193       3201        3175         26          0         0         Y
     205       3194        3171         23          0         0         Y
     200       3161        3126         35          0         0         N
     201       3111        3078         33          0         0         Y
     192       3109        3105          4          0         0         Y
     198       3079        3076          2          0         0         Y
     195       3036        3017         19          0         0         Y

=====================================================================================
